*Vertices 1368
156 26.0 8.0
157 74.0 18.0
158 76.0 10.0
159 46.0 2.0
160 60.0 46.0
161 2.0 50.0
162 52.0 62.0
163 30.0 6.0
164 6.0 44.0
165 18.0 0.0
166 22.0 36.0
167 52.0 30.0
168 28.0 16.0
169 80.0 4.0
170 2.0 56.0
171 68.0 36.0
172 44.0 54.0
173 2.0 58.0
174 84.0 0.0
175 6.0 18.0
176 72.0 48.0
177 6.0 38.0
178 16.0 14.0
179 72.0 46.0
180 70.0 8.0
181 62.0 10.0
182 2.0 60.0
183 68.0 34.0
184 78.0 12.0
185 74.0 28.0
186 6.0 40.0
187 10.0 12.0
188 4.0 24.0
189 72.0 22.0
190 84.0 66.0
191 6.0 42.0
192 18.0 66.0
193 38.0 12.0
194 52.0 64.0
195 36.0 28.0
196 2.0 26.0
197 2.0 54.0
198 34.0 8.0
199 22.0 34.0
200 28.0 2.0
201 12.0 10.0
202 4.0 22.0
203 72.0 24.0
204 26.0 6.0
205 74.0 26.0
206 76.0 14.0
207 60.0 62.0
208 18.0 36.0
209 24.0 16.0
210 60.0 30.0
211 64.0 4.0
212 36.0 60.0
213 74.0 54.0
214 22.0 0.0
215 4.0 46.0
216 74.0 60.0
217 68.0 0.0
218 6.0 52.0
219 84.0 36.0
220 36.0 54.0
221 36.0 26.0
222 2.0 28.0
223 20.0 14.0
224 36.0 56.0
225 6.0 50.0
226 86.0 8.0
227 54.0 10.0
228 74.0 58.0
229 8.0 12.0
230 68.0 66.0
231 60.0 64.0
232 22.0 66.0
233 46.0 12.0
234 4.0 48.0
235 74.0 56.0
236 24.0 2.0
237 6.0 20.0
238 14.0 10.0
239 36.0 58.0
240 18.0 34.0
241 26.0 0.0
242 72.0 50.0
243 30.0 36.0
244 36.0 30.0
245 20.0 16.0
246 60.0 60.0
247 36.0 62.0
248 22.0 6.0
249 4.0 44.0
250 74.0 62.0
251 68.0 6.0
252 4.0 38.0
253 60.0 26.0
254 24.0 14.0
255 76.0 16.0
256 60.0 54.0
257 4.0 18.0
258 72.0 20.0
259 74.0 30.0
260 4.0 40.0
261 74.0 64.0
262 6.0 24.0
263 14.0 12.0
264 76.0 2.0
265 46.0 10.0
266 60.0 56.0
267 60.0 58.0
268 50.0 8.0
269 72.0 52.0
270 8.0 10.0
271 20.0 2.0
272 4.0 42.0
273 54.0 12.0
274 26.0 66.0
275 36.0 64.0
276 52.0 28.0
277 26.0 36.0
278 16.0 16.0
279 52.0 60.0
280 30.0 0.0
281 6.0 46.0
282 18.0 6.0
283 6.0 22.0
284 72.0 40.0
285 28.0 14.0
286 52.0 26.0
287 2.0 64.0
288 84.0 6.0
289 72.0 42.0
290 4.0 52.0
291 52.0 54.0
292 72.0 44.0
293 12.0 12.0
294 2.0 62.0
295 52.0 56.0
296 2.0 30.0
297 4.0 50.0
298 38.0 10.0
299 6.0 48.0
300 10.0 10.0
301 4.0 20.0
302 72.0 18.0
303 16.0 2.0
304 78.0 10.0
305 52.0 58.0
306 58.0 8.0
307 60.0 28.0
308 72.0 38.0
309 62.0 12.0
310 30.0 66.0
311 44.0 14.0
312 16.0 26.0
313 62.0 40.0
314 12.0 42.0
315 46.0 24.0
316 66.0 36.0
317 54.0 50.0
318 10.0 48.0
319 6.0 10.0
320 14.0 20.0
321 82.0 0.0
322 16.0 54.0
323 78.0 48.0
324 16.0 60.0
325 52.0 16.0
326 28.0 30.0
327 32.0 36.0
328 86.0 4.0
329 38.0 48.0
330 14.0 50.0
331 40.0 0.0
332 54.0 20.0
333 0.0 36.0
334 62.0 42.0
335 12.0 40.0
336 48.0 6.0
337 8.0 24.0
338 28.0 62.0
339 12.0 18.0
340 52.0 2.0
341 38.0 46.0
342 14.0 52.0
343 16.0 58.0
344 2.0 14.0
345 20.0 28.0
346 28.0 64.0
347 38.0 22.0
348 40.0 66.0
349 62.0 44.0
350 12.0 38.0
351 72.0 12.0
352 10.0 22.0
353 62.0 38.0
354 12.0 44.0
355 76.0 28.0
356 82.0 66.0
357 78.0 22.0
358 78.0 46.0
359 64.0 8.0
360 16.0 56.0
361 62.0 18.0
362 54.0 52.0
363 10.0 46.0
364 66.0 34.0
365 54.0 40.0
366 14.0 42.0
367 38.0 24.0
368 20.0 26.0
369 36.0 14.0
370 76.0 60.0
371 66.0 0.0
372 20.0 54.0
373 34.0 4.0
374 82.0 36.0
375 62.0 50.0
376 8.0 48.0
377 12.0 20.0
378 46.0 48.0
379 70.0 4.0
380 12.0 50.0
381 32.0 0.0
382 62.0 20.0
383 76.0 54.0
384 20.0 60.0
385 0.0 0.0
386 60.0 16.0
387 24.0 30.0
388 40.0 36.0
389 24.0 62.0
390 78.0 24.0
391 76.0 26.0
392 54.0 42.0
393 14.0 40.0
394 74.0 14.0
395 56.0 6.0
396 4.0 12.0
397 10.0 24.0
398 76.0 56.0
399 20.0 58.0
400 14.0 18.0
401 60.0 2.0
402 46.0 46.0
403 12.0 52.0
404 46.0 22.0
405 32.0 66.0
406 54.0 44.0
407 14.0 38.0
408 16.0 28.0
409 0.0 66.0
410 24.0 64.0
411 66.0 66.0
412 8.0 22.0
413 54.0 38.0
414 14.0 44.0
415 54.0 18.0
416 62.0 52.0
417 8.0 46.0
418 80.0 8.0
419 76.0 58.0
420 20.0 56.0
421 38.0 50.0
422 14.0 48.0
423 74.0 16.0
424 4.0 10.0
425 10.0 20.0
426 24.0 54.0
427 78.0 20.0
428 58.0 4.0
429 76.0 30.0
430 76.0 62.0
431 66.0 6.0
432 60.0 14.0
433 24.0 26.0
434 46.0 40.0
435 8.0 42.0
436 62.0 24.0
437 46.0 42.0
438 8.0 40.0
439 12.0 24.0
440 32.0 6.0
441 20.0 62.0
442 0.0 6.0
443 24.0 60.0
444 48.0 36.0
445 20.0 30.0
446 36.0 16.0
447 78.0 50.0
448 54.0 48.0
449 10.0 50.0
450 38.0 20.0
451 56.0 0.0
452 28.0 28.0
453 20.0 64.0
454 56.0 66.0
455 54.0 22.0
456 46.0 44.0
457 8.0 38.0
458 36.0 2.0
459 8.0 18.0
460 54.0 46.0
461 10.0 52.0
462 78.0 52.0
463 24.0 58.0
464 24.0 56.0
465 74.0 2.0
466 46.0 18.0
467 14.0 46.0
468 38.0 52.0
469 14.0 22.0
470 46.0 38.0
471 8.0 44.0
472 76.0 64.0
473 28.0 54.0
474 50.0 4.0
475 46.0 50.0
476 12.0 48.0
477 2.0 2.0
478 8.0 20.0
479 10.0 42.0
480 38.0 40.0
481 54.0 24.0
482 82.0 6.0
483 78.0 42.0
484 52.0 14.0
485 28.0 26.0
486 16.0 62.0
487 78.0 40.0
488 10.0 40.0
489 38.0 42.0
490 14.0 24.0
491 6.0 12.0
492 40.0 6.0
493 62.0 48.0
494 8.0 50.0
495 46.0 20.0
496 48.0 0.0
497 28.0 60.0
498 56.0 36.0
499 16.0 30.0
500 44.0 16.0
501 48.0 66.0
502 62.0 22.0
503 10.0 38.0
504 38.0 44.0
505 78.0 38.0
506 24.0 28.0
507 16.0 64.0
508 28.0 58.0
509 78.0 18.0
510 72.0 10.0
511 10.0 18.0
512 62.0 46.0
513 8.0 52.0
514 38.0 18.0
515 46.0 52.0
516 12.0 46.0
517 20.0 32.0
518 2.0 16.0
519 28.0 56.0
520 78.0 44.0
521 12.0 22.0
522 10.0 44.0
523 38.0 38.0
524 64.0 36.0
525 14.0 30.0
526 18.0 4.0
527 46.0 54.0
528 8.0 60.0
529 80.0 0.0
530 76.0 48.0
531 28.0 50.0
532 16.0 24.0
533 24.0 40.0
534 46.0 26.0
535 14.0 62.0
536 8.0 26.0
537 54.0 62.0
538 24.0 42.0
539 28.0 20.0
540 20.0 48.0
541 84.0 4.0
542 54.0 30.0
543 46.0 60.0
544 8.0 54.0
545 24.0 44.0
546 20.0 22.0
547 36.0 12.0
548 54.0 64.0
549 38.0 28.0
550 46.0 58.0
551 8.0 56.0
552 32.0 8.0
553 20.0 46.0
554 0.0 8.0
555 76.0 46.0
556 28.0 52.0
557 66.0 8.0
558 60.0 10.0
559 24.0 18.0
560 46.0 56.0
561 8.0 58.0
562 14.0 64.0
563 74.0 12.0
564 4.0 14.0
565 10.0 28.0
566 24.0 38.0
567 78.0 28.0
568 80.0 66.0
569 76.0 22.0
570 78.0 60.0
571 64.0 0.0
572 24.0 50.0
573 80.0 36.0
574 12.0 30.0
575 22.0 4.0
576 10.0 60.0
577 38.0 54.0
578 38.0 26.0
579 12.0 62.0
580 20.0 24.0
581 2.0 12.0
582 28.0 40.0
583 76.0 24.0
584 28.0 42.0
585 78.0 26.0
586 72.0 14.0
587 10.0 26.0
588 62.0 62.0
589 68.0 4.0
590 62.0 30.0
591 10.0 54.0
592 38.0 60.0
593 78.0 54.0
594 6.0 2.0
595 24.0 20.0
596 16.0 48.0
597 62.0 64.0
598 46.0 28.0
599 28.0 44.0
600 16.0 22.0
601 16.0 46.0
602 78.0 56.0
603 10.0 56.0
604 38.0 58.0
605 6.0 16.0
606 40.0 8.0
607 10.0 58.0
608 38.0 56.0
609 24.0 52.0
610 82.0 8.0
611 78.0 58.0
612 52.0 10.0
613 28.0 18.0
614 28.0 38.0
615 64.0 66.0
616 12.0 64.0
617 8.0 28.0
618 78.0 62.0
619 64.0 6.0
620 24.0 24.0
621 16.0 40.0
622 62.0 26.0
623 10.0 62.0
624 26.0 4.0
625 72.0 16.0
626 10.0 30.0
627 62.0 54.0
628 12.0 60.0
629 76.0 20.0
630 20.0 50.0
631 78.0 30.0
632 20.0 20.0
633 2.0 10.0
634 76.0 50.0
635 28.0 48.0
636 38.0 30.0
637 62.0 60.0
638 12.0 54.0
639 12.0 26.0
640 38.0 62.0
641 16.0 42.0
642 62.0 58.0
643 12.0 56.0
644 48.0 8.0
645 76.0 52.0
646 28.0 46.0
647 16.0 44.0
648 52.0 12.0
649 28.0 22.0
650 38.0 64.0
651 54.0 28.0
652 10.0 64.0
653 14.0 28.0
654 6.0 14.0
655 16.0 38.0
656 78.0 64.0
657 20.0 52.0
658 16.0 18.0
659 72.0 2.0
660 62.0 56.0
661 12.0 58.0
662 54.0 26.0
663 8.0 62.0
664 80.0 6.0
665 28.0 24.0
666 76.0 42.0
667 20.0 40.0
668 16.0 50.0
669 30.0 4.0
670 8.0 30.0
671 54.0 54.0
672 14.0 60.0
673 46.0 30.0
674 54.0 60.0
675 14.0 54.0
676 16.0 20.0
677 4.0 2.0
678 24.0 48.0
679 76.0 40.0
680 20.0 42.0
681 14.0 26.0
682 46.0 62.0
683 24.0 46.0
684 76.0 18.0
685 54.0 58.0
686 14.0 56.0
687 74.0 10.0
688 56.0 8.0
689 4.0 16.0
690 46.0 64.0
691 62.0 28.0
692 76.0 38.0
693 20.0 44.0
694 60.0 12.0
695 24.0 22.0
696 76.0 44.0
697 20.0 38.0
698 8.0 64.0
699 12.0 28.0
700 54.0 56.0
701 14.0 58.0
702 16.0 52.0
703 20.0 18.0
704 36.0 10.0
705 56.0 38.0
706 68.0 12.0
707 8.0 66.0
708 66.0 22.0
709 64.0 28.0
710 80.0 58.0
711 66.0 46.0
712 76.0 8.0
713 48.0 52.0
714 26.0 10.0
715 56.0 18.0
716 32.0 46.0
717 50.0 2.0
718 80.0 56.0
719 0.0 46.0
720 2.0 4.0
721 20.0 8.0
722 0.0 22.0
723 56.0 44.0
724 46.0 66.0
725 32.0 22.0
726 22.0 12.0
727 50.0 16.0
728 38.0 36.0
729 80.0 54.0
730 0.0 48.0
731 48.0 20.0
732 46.0 0.0
733 32.0 48.0
734 54.0 6.0
735 86.0 14.0
736 56.0 42.0
737 80.0 26.0
738 82.0 24.0
739 42.0 14.0
740 14.0 6.0
741 40.0 24.0
742 56.0 40.0
743 8.0 0.0
744 48.0 50.0
745 78.0 36.0
746 66.0 48.0
747 10.0 36.0
748 80.0 60.0
749 82.0 22.0
750 78.0 66.0
751 80.0 28.0
752 48.0 38.0
753 84.0 12.0
754 10.0 66.0
755 56.0 52.0
756 30.0 10.0
757 48.0 18.0
758 64.0 58.0
759 82.0 46.0
760 64.0 56.0
761 16.0 8.0
762 40.0 46.0
763 58.0 2.0
764 48.0 44.0
765 38.0 66.0
766 40.0 22.0
767 18.0 12.0
768 56.0 20.0
769 38.0 0.0
770 74.0 4.0
771 40.0 48.0
772 46.0 36.0
773 58.0 16.0
774 64.0 54.0
775 64.0 26.0
776 66.0 24.0
777 62.0 6.0
778 70.0 14.0
779 48.0 42.0
780 12.0 6.0
781 32.0 24.0
782 48.0 40.0
783 34.0 14.0
784 0.0 24.0
785 82.0 48.0
786 36.0 4.0
787 8.0 36.0
788 64.0 60.0
789 78.0 0.0
790 10.0 0.0
791 56.0 50.0
792 70.0 2.0
793 0.0 52.0
794 32.0 52.0
795 18.0 10.0
796 40.0 18.0
797 40.0 38.0
798 12.0 66.0
799 64.0 64.0
800 82.0 44.0
801 82.0 38.0
802 40.0 44.0
803 48.0 22.0
804 30.0 12.0
805 62.0 66.0
806 48.0 46.0
807 84.0 10.0
808 34.0 2.0
809 82.0 18.0
810 66.0 52.0
811 28.0 8.0
812 38.0 6.0
813 40.0 42.0
814 82.0 40.0
815 66.0 50.0
816 54.0 36.0
817 0.0 20.0
818 34.0 16.0
819 62.0 0.0
820 32.0 20.0
821 48.0 48.0
822 12.0 0.0
823 70.0 16.0
824 32.0 50.0
825 14.0 36.0
826 64.0 30.0
827 60.0 4.0
828 66.0 20.0
829 0.0 50.0
830 58.0 14.0
831 82.0 42.0
832 64.0 62.0
833 78.0 6.0
834 56.0 24.0
835 10.0 6.0
836 40.0 40.0
837 40.0 52.0
838 22.0 10.0
839 32.0 18.0
840 86.0 2.0
841 0.0 18.0
842 80.0 64.0
843 0.0 38.0
844 66.0 44.0
845 32.0 38.0
846 14.0 66.0
847 32.0 44.0
848 56.0 22.0
849 26.0 12.0
850 54.0 66.0
851 0.0 44.0
852 66.0 38.0
853 66.0 18.0
854 82.0 52.0
855 24.0 8.0
856 56.0 46.0
857 68.0 10.0
858 66.0 40.0
859 0.0 42.0
860 46.0 6.0
861 32.0 42.0
862 54.0 0.0
863 40.0 20.0
864 56.0 48.0
865 82.0 50.0
866 62.0 36.0
867 42.0 16.0
868 12.0 36.0
869 80.0 30.0
870 52.0 4.0
871 82.0 20.0
872 14.0 0.0
873 86.0 16.0
874 40.0 50.0
875 48.0 24.0
876 8.0 6.0
877 32.0 40.0
878 50.0 14.0
879 66.0 42.0
880 80.0 62.0
881 0.0 40.0
882 58.0 10.0
883 82.0 58.0
884 64.0 46.0
885 78.0 8.0
886 4.0 4.0
887 10.0 8.0
888 40.0 56.0
889 70.0 12.0
890 64.0 22.0
891 66.0 28.0
892 16.0 66.0
893 0.0 28.0
894 34.0 12.0
895 32.0 28.0
896 48.0 64.0
897 38.0 8.0
898 20.0 34.0
899 40.0 58.0
900 82.0 56.0
901 30.0 2.0
902 48.0 62.0
903 84.0 14.0
904 82.0 26.0
905 80.0 24.0
906 28.0 6.0
907 82.0 54.0
908 16.0 0.0
909 40.0 60.0
910 20.0 36.0
911 30.0 16.0
912 48.0 30.0
913 40.0 54.0
914 76.0 36.0
915 64.0 48.0
916 82.0 60.0
917 40.0 26.0
918 18.0 14.0
919 8.0 8.0
920 32.0 56.0
921 50.0 10.0
922 66.0 58.0
923 80.0 46.0
924 0.0 56.0
925 80.0 22.0
926 76.0 66.0
927 82.0 28.0
928 86.0 12.0
929 40.0 28.0
930 56.0 64.0
931 20.0 66.0
932 66.0 56.0
933 26.0 2.0
934 0.0 58.0
935 46.0 8.0
936 32.0 58.0
937 66.0 26.0
938 64.0 24.0
939 24.0 6.0
940 56.0 62.0
941 68.0 14.0
942 32.0 60.0
943 16.0 36.0
944 26.0 16.0
945 56.0 30.0
946 72.0 4.0
947 0.0 60.0
948 66.0 54.0
949 20.0 0.0
950 80.0 48.0
951 0.0 54.0
952 66.0 60.0
953 76.0 0.0
954 32.0 54.0
955 32.0 26.0
956 22.0 14.0
957 0.0 26.0
958 66.0 64.0
959 80.0 44.0
960 68.0 2.0
961 6.0 4.0
962 14.0 8.0
963 56.0 56.0
964 54.0 8.0
965 86.0 10.0
966 56.0 58.0
967 80.0 18.0
968 22.0 2.0
969 64.0 52.0
970 50.0 12.0
971 24.0 66.0
972 80.0 38.0
973 0.0 64.0
974 48.0 28.0
975 32.0 64.0
976 64.0 50.0
977 24.0 0.0
978 0.0 30.0
979 56.0 60.0
980 28.0 36.0
981 32.0 30.0
982 22.0 16.0
983 32.0 62.0
984 80.0 40.0
985 0.0 62.0
986 20.0 6.0
987 80.0 42.0
988 66.0 62.0
989 76.0 6.0
990 26.0 14.0
991 56.0 26.0
992 56.0 54.0
993 68.0 16.0
994 66.0 30.0
995 64.0 20.0
996 82.0 64.0
997 64.0 44.0
998 12.0 8.0
999 48.0 56.0
1000 84.0 2.0
1001 34.0 10.0
1002 64.0 18.0
1003 18.0 2.0
1004 66.0 32.0
1005 80.0 52.0
1006 62.0 8.0
1007 70.0 10.0
1008 48.0 58.0
1009 56.0 28.0
1010 40.0 64.0
1011 58.0 12.0
1012 28.0 66.0
1013 64.0 38.0
1014 48.0 60.0
1015 18.0 16.0
1016 40.0 30.0
1017 24.0 36.0
1018 80.0 50.0
1019 28.0 0.0
1020 64.0 40.0
1021 16.0 6.0
1022 40.0 62.0
1023 30.0 14.0
1024 48.0 26.0
1025 64.0 42.0
1026 82.0 62.0
1027 82.0 30.0
1028 80.0 20.0
1029 48.0 54.0
1030 84.0 16.0
1031 34.0 46.0
1032 48.0 2.0
1033 84.0 56.0
1034 18.0 58.0
1035 30.0 64.0
1036 22.0 28.0
1037 58.0 44.0
1038 34.0 22.0
1039 58.0 38.0
1040 64.0 12.0
1041 70.0 22.0
1042 68.0 28.0
1043 84.0 58.0
1044 18.0 56.0
1045 70.0 46.0
1046 72.0 8.0
1047 50.0 52.0
1048 2.0 0.0
1049 58.0 18.0
1050 40.0 14.0
1051 18.0 26.0
1052 2.0 66.0
1053 58.0 40.0
1054 74.0 36.0
1055 50.0 50.0
1056 70.0 48.0
1057 46.0 4.0
1058 84.0 60.0
1059 18.0 54.0
1060 8.0 4.0
1061 48.0 16.0
1062 30.0 30.0
1063 36.0 36.0
1064 84.0 54.0
1065 18.0 60.0
1066 50.0 20.0
1067 34.0 48.0
1068 52.0 6.0
1069 58.0 42.0
1070 82.0 14.0
1071 84.0 26.0
1072 30.0 62.0
1073 86.0 24.0
1074 68.0 56.0
1075 22.0 58.0
1076 56.0 2.0
1077 50.0 44.0
1078 36.0 66.0
1079 26.0 64.0
1080 18.0 28.0
1081 74.0 66.0
1082 86.0 22.0
1083 84.0 28.0
1084 50.0 38.0
1085 80.0 12.0
1086 58.0 52.0
1087 50.0 18.0
1088 68.0 58.0
1089 22.0 56.0
1090 86.0 46.0
1091 2.0 36.0
1092 0.0 14.0
1093 34.0 24.0
1094 50.0 40.0
1095 22.0 26.0
1096 32.0 14.0
1097 86.0 48.0
1098 38.0 4.0
1099 68.0 60.0
1100 74.0 0.0
1101 22.0 54.0
1102 58.0 50.0
1103 36.0 0.0
1104 58.0 20.0
1105 78.0 4.0
1106 4.0 8.0
1107 10.0 4.0
1108 56.0 16.0
1109 26.0 30.0
1110 68.0 54.0
1111 22.0 60.0
1112 68.0 26.0
1113 26.0 62.0
1114 70.0 24.0
1115 60.0 6.0
1116 50.0 42.0
1117 66.0 14.0
1118 22.0 64.0
1119 86.0 38.0
1120 30.0 28.0
1121 60.0 66.0
1122 50.0 22.0
1123 50.0 46.0
1124 32.0 2.0
1125 80.0 10.0
1126 26.0 58.0
1127 86.0 18.0
1128 70.0 52.0
1129 0.0 2.0
1130 26.0 56.0
1131 66.0 2.0
1132 18.0 32.0
1133 34.0 52.0
1134 42.0 18.0
1135 68.0 64.0
1136 86.0 44.0
1137 34.0 50.0
1138 66.0 16.0
1139 62.0 4.0
1140 68.0 30.0
1141 26.0 54.0
1142 70.0 20.0
1143 86.0 42.0
1144 56.0 14.0
1145 26.0 26.0
1146 68.0 62.0
1147 74.0 6.0
1148 58.0 24.0
1149 36.0 6.0
1150 86.0 40.0
1151 22.0 62.0
1152 52.0 36.0
1153 22.0 30.0
1154 32.0 16.0
1155 70.0 50.0
1156 12.0 4.0
1157 26.0 60.0
1158 0.0 16.0
1159 34.0 20.0
1160 60.0 0.0
1161 50.0 48.0
1162 34.0 44.0
1163 52.0 66.0
1164 58.0 22.0
1165 18.0 64.0
1166 70.0 38.0
1167 26.0 28.0
1168 30.0 58.0
1169 70.0 18.0
1170 86.0 52.0
1171 68.0 32.0
1172 58.0 46.0
1173 40.0 2.0
1174 64.0 10.0
1175 42.0 52.0
1176 34.0 18.0
1177 30.0 56.0
1178 82.0 2.0
1179 22.0 32.0
1180 84.0 64.0
1181 70.0 44.0
1182 34.0 38.0
1183 2.0 6.0
1184 54.0 4.0
1185 84.0 30.0
1186 30.0 54.0
1187 86.0 20.0
1188 42.0 50.0
1189 82.0 16.0
1190 50.0 24.0
1191 34.0 40.0
1192 70.0 42.0
1193 48.0 14.0
1194 30.0 26.0
1195 84.0 62.0
1196 70.0 40.0
1197 18.0 62.0
1198 34.0 42.0
1199 52.0 0.0
1200 58.0 48.0
1201 60.0 36.0
1202 18.0 30.0
1203 40.0 16.0
1204 86.0 50.0
1205 14.0 4.0
1206 6.0 8.0
1207 30.0 60.0
1208 22.0 22.0
1209 32.0 12.0
1210 26.0 44.0
1211 0.0 12.0
1212 34.0 28.0
1213 50.0 64.0
1214 36.0 8.0
1215 86.0 56.0
1216 4.0 0.0
1217 22.0 46.0
1218 86.0 58.0
1219 56.0 10.0
1220 26.0 18.0
1221 68.0 46.0
1222 30.0 52.0
1223 74.0 8.0
1224 66.0 12.0
1225 68.0 22.0
1226 26.0 38.0
1227 70.0 28.0
1228 42.0 54.0
1229 72.0 36.0
1230 16.0 4.0
1231 68.0 48.0
1232 30.0 50.0
1233 86.0 60.0
1234 26.0 40.0
1235 18.0 24.0
1236 50.0 62.0
1237 80.0 14.0
1238 26.0 42.0
1239 86.0 26.0
1240 4.0 66.0
1241 84.0 24.0
1242 22.0 48.0
1243 86.0 54.0
1244 30.0 20.0
1245 50.0 30.0
1246 58.0 64.0
1247 18.0 22.0
1248 40.0 12.0
1249 6.0 6.0
1250 30.0 44.0
1251 70.0 56.0
1252 18.0 46.0
1253 4.0 36.0
1254 34.0 58.0
1255 34.0 56.0
1256 70.0 58.0
1257 48.0 10.0
1258 30.0 18.0
1259 84.0 46.0
1260 26.0 52.0
1261 72.0 66.0
1262 84.0 22.0
1263 30.0 38.0
1264 86.0 28.0
1265 82.0 12.0
1266 84.0 48.0
1267 26.0 50.0
1268 70.0 60.0
1269 72.0 0.0
1270 34.0 54.0
1271 20.0 4.0
1272 2.0 8.0
1273 34.0 26.0
1274 30.0 40.0
1275 22.0 24.0
1276 30.0 42.0
1277 70.0 26.0
1278 68.0 24.0
1279 58.0 62.0
1280 64.0 14.0
1281 34.0 60.0
1282 76.0 4.0
1283 58.0 30.0
1284 18.0 48.0
1285 70.0 54.0
1286 26.0 20.0
1287 52.0 8.0
1288 58.0 58.0
1289 82.0 10.0
1290 6.0 0.0
1291 84.0 18.0
1292 68.0 52.0
1293 30.0 46.0
1294 48.0 12.0
1295 30.0 22.0
1296 84.0 38.0
1297 18.0 44.0
1298 50.0 28.0
1299 34.0 64.0
1300 70.0 64.0
1301 84.0 44.0
1302 18.0 38.0
1303 18.0 18.0
1304 40.0 10.0
1305 64.0 2.0
1306 22.0 52.0
1307 58.0 56.0
1308 84.0 42.0
1309 18.0 40.0
1310 70.0 62.0
1311 72.0 6.0
1312 26.0 24.0
1313 58.0 26.0
1314 58.0 54.0
1315 24.0 4.0
1316 64.0 16.0
1317 22.0 50.0
1318 70.0 30.0
1319 68.0 20.0
1320 68.0 50.0
1321 30.0 48.0
1322 22.0 20.0
1323 58.0 60.0
1324 34.0 30.0
1325 34.0 62.0
1326 84.0 40.0
1327 18.0 42.0
1328 6.0 66.0
1329 68.0 18.0
1330 84.0 52.0
1331 26.0 46.0
1332 70.0 32.0
1333 60.0 8.0
1334 6.0 36.0
1335 50.0 58.0
1336 66.0 10.0
1337 58.0 28.0
1338 4.0 6.0
1339 56.0 12.0
1340 26.0 22.0
1341 68.0 38.0
1342 22.0 44.0
1343 86.0 64.0
1344 68.0 44.0
1345 22.0 38.0
1346 0.0 10.0
1347 50.0 56.0
1348 22.0 18.0
1349 32.0 10.0
1350 80.0 2.0
1351 18.0 52.0
1352 50.0 26.0
1353 68.0 42.0
1354 22.0 40.0
1355 86.0 62.0
1356 30.0 24.0
1357 18.0 50.0
1358 86.0 30.0
1359 84.0 20.0
1360 50.0 54.0
1361 28.0 4.0
